split,topology,mask_id,Pigbt,Pfwd,h_value,h_normalized,n_instances,bytes,path
TrainData,Mask_3P6P_V2,043,450,200,8000,0.800000011920929,4,248897,TrainData/Mask_3P6P_V2/043_Pigbt450_Pfwd200_h8000/data.h5
TrainData,Mask_3P6P_V2,044,150,100,4000,0.4000000059604645,4,244429,TrainData/Mask_3P6P_V2/044_Pigbt150_Pfwd100_h4000/data.h5
TrainData,Mask_3P6P_V2,044,150,150,6000,0.6000000238418579,4,245187,TrainData/Mask_3P6P_V2/044_Pigbt150_Pfwd150_h6000/data.h5
TrainData,Mask_3P6P_V2,044,150,150,8000,0.800000011920929,4,245551,TrainData/Mask_3P6P_V2/044_Pigbt150_Pfwd150_h8000/data.h5
TrainData,Mask_3P6P_V2,044,150,200,2000,0.20000000298023224,4,244418,TrainData/Mask_3P6P_V2/044_Pigbt150_Pfwd200_h2000/data.h5
TrainData,Mask_3P6P_V2,044,150,200,4000,0.4000000059604645,4,245594,TrainData/Mask_3P6P_V2/044_Pigbt150_Pfwd200_h4000/data.h5
TrainData,Mask_3P6P_V2,044,250,100,2000,0.20000000298023224,4,244528,TrainData/Mask_3P6P_V2/044_Pigbt250_Pfwd100_h2000/data.h5
TrainData,Mask_3P6P_V2,044,250,100,4000,0.4000000059604645,4,244919,TrainData/Mask_3P6P_V2/044_Pigbt250_Pfwd100_h4000/data.h5
TrainData,Mask_3P6P_V2,044,250,100,6000,0.6000000238418579,4,245730,TrainData/Mask_3P6P_V2/044_Pigbt250_Pfwd100_h6000/data.h5
TrainData,Mask_3P6P_V2,044,250,100,8000,0.800000011920929,4,245788,TrainData/Mask_3P6P_V2/044_Pigbt250_Pfwd100_h8000/data.h5
TrainData,Mask_3P6P_V2,044,250,150,6000,0.6000000238418579,4,246352,TrainData/Mask_3P6P_V2/044_Pigbt250_Pfwd150_h6000/data.h5
TrainData,Mask_3P6P_V2,044,250,150,8000,0.800000011920929,4,246270,TrainData/Mask_3P6P_V2/044_Pigbt250_Pfwd150_h8000/data.h5
TrainData,Mask_3P6P_V2,044,250,200,2000,0.20000000298023224,4,246439,TrainData/Mask_3P6P_V2/044_Pigbt250_Pfwd200_h2000/data.h5
TrainData,Mask_3P6P_V2,044,250,200,6000,0.6000000238418579,4,246660,TrainData/Mask_3P6P_V2/044_Pigbt250_Pfwd200_h6000/data.h5
TrainData,Mask_3P6P_V2,044,250,200,8000,0.800000011920929,4,246783,TrainData/Mask_3P6P_V2/044_Pigbt250_Pfwd200_h8000/data.h5
TrainData,Mask_3P6P_V2,044,350,100,4000,0.4000000059604645,4,247178,TrainData/Mask_3P6P_V2/044_Pigbt350_Pfwd100_h4000/data.h5
TrainData,Mask_3P6P_V2,044,350,100,6000,0.6000000238418579,4,247091,TrainData/Mask_3P6P_V2/044_Pigbt350_Pfwd100_h6000/data.h5
TrainData,Mask_3P6P_V2,044,350,100,8000,0.800000011920929,4,246901,TrainData/Mask_3P6P_V2/044_Pigbt350_Pfwd100_h8000/data.h5
TrainData,Mask_3P6P_V2,044,350,150,2000,0.20000000298023224,4,245383,TrainData/Mask_3P6P_V2/044_Pigbt350_Pfwd150_h2000/data.h5
TrainData,Mask_3P6P_V2,044,350,150,6000,0.6000000238418579,4,247672,TrainData/Mask_3P6P_V2/044_Pigbt350_Pfwd150_h6000/data.h5
TrainData,Mask_3P6P_V2,044,350,200,4000,0.4000000059604645,4,248101,TrainData/Mask_3P6P_V2/044_Pigbt350_Pfwd200_h4000/data.h5
TrainData,Mask_3P6P_V2,044,350,200,6000,0.6000000238418579,4,247978,TrainData/Mask_3P6P_V2/044_Pigbt350_Pfwd200_h6000/data.h5
TrainData,Mask_3P6P_V2,044,450,100,2000,0.20000000298023224,4,245298,TrainData/Mask_3P6P_V2/044_Pigbt450_Pfwd100_h2000/data.h5
TrainData,Mask_3P6P_V2,044,450,100,6000,0.6000000238418579,4,248006,TrainData/Mask_3P6P_V2/044_Pigbt450_Pfwd100_h6000/data.h5
TrainData,Mask_3P6P_V2,044,450,100,8000,0.800000011920929,4,248078,TrainData/Mask_3P6P_V2/044_Pigbt450_Pfwd100_h8000/data.h5
TrainData,Mask_3P6P_V2,044,450,150,4000,0.4000000059604645,4,248289,TrainData/Mask_3P6P_V2/044_Pigbt450_Pfwd150_h4000/data.h5
TrainData,Mask_3P6P_V2,044,450,150,6000,0.6000000238418579,4,248480,TrainData/Mask_3P6P_V2/044_Pigbt450_Pfwd150_h6000/data.h5
TrainData,Mask_3P6P_V2,044,450,150,8000,0.800000011920929,4,248520,TrainData/Mask_3P6P_V2/044_Pigbt450_Pfwd150_h8000/data.h5
TrainData,Mask_3P6P_V2,044,450,200,2000,0.20000000298023224,4,245298,TrainData/Mask_3P6P_V2/044_Pigbt450_Pfwd200_h2000/data.h5
TrainData,Mask_3P6P_V2,044,450,200,4000,0.4000000059604645,4,248837,TrainData/Mask_3P6P_V2/044_Pigbt450_Pfwd200_h4000/data.h5
TrainData,Mask_3P6P_V2,044,450,200,6000,0.6000000238418579,4,248913,TrainData/Mask_3P6P_V2/044_Pigbt450_Pfwd200_h6000/data.h5
TrainData,Mask_3P6P_V2,044,450,200,8000,0.800000011920929,4,248891,TrainData/Mask_3P6P_V2/044_Pigbt450_Pfwd200_h8000/data.h5
TrainData,Mask_3P6P_V2,048,150,100,2000,0.20000000298023224,4,242300,TrainData/Mask_3P6P_V2/048_Pigbt150_Pfwd100_h2000/data.h5
TrainData,Mask_3P6P_V2,048,150,100,4000,0.4000000059604645,4,244407,TrainData/Mask_3P6P_V2/048_Pigbt150_Pfwd100_h4000/data.h5
TrainData,Mask_3P6P_V2,048,150,100,6000,0.6000000238418579,4,244328,TrainData/Mask_3P6P_V2/048_Pigbt150_Pfwd100_h6000/data.h5
TrainData,Mask_3P6P_V2,048,150,150,2000,0.20000000298023224,4,243096,TrainData/Mask_3P6P_V2/048_Pigbt150_Pfwd150_h2000/data.h5
TrainData,Mask_3P6P_V2,048,150,150,4000,0.4000000059604645,4,245048,TrainData/Mask_3P6P_V2/048_Pigbt150_Pfwd150_h4000/data.h5
TrainData,Mask_3P6P_V2,048,150,150,8000,0.800000011920929,4,246057,TrainData/Mask_3P6P_V2/048_Pigbt150_Pfwd150_h8000/data.h5
TrainData,Mask_3P6P_V2,048,150,200,4000,0.4000000059604645,4,245495,TrainData/Mask_3P6P_V2/048_Pigbt150_Pfwd200_h4000/data.h5
TrainData,Mask_3P6P_V2,048,150,200,6000,0.6000000238418579,4,245661,TrainData/Mask_3P6P_V2/048_Pigbt150_Pfwd200_h6000/data.h5
TrainData,Mask_3P6P_V2,048,150,200,8000,0.800000011920929,4,246230,TrainData/Mask_3P6P_V2/048_Pigbt150_Pfwd200_h8000/data.h5
TrainData,Mask_3P6P_V2,048,250,100,2000,0.20000000298023224,4,244772,TrainData/Mask_3P6P_V2/048_Pigbt250_Pfwd100_h2000/data.h5
TrainData,Mask_3P6P_V2,048,250,100,4000,0.4000000059604645,4,245215,TrainData/Mask_3P6P_V2/048_Pigbt250_Pfwd100_h4000/data.h5
TrainData,Mask_3P6P_V2,048,250,100,6000,0.6000000238418579,4,245591,TrainData/Mask_3P6P_V2/048_Pigbt250_Pfwd100_h6000/data.h5
TrainData,Mask_3P6P_V2,048,250,100,8000,0.800000011920929,4,246050,TrainData/Mask_3P6P_V2/048_Pigbt250_Pfwd100_h8000/data.h5
TrainData,Mask_3P6P_V2,048,250,150,2000,0.20000000298023224,4,246646,TrainData/Mask_3P6P_V2/048_Pigbt250_Pfwd150_h2000/data.h5
TrainData,Mask_3P6P_V2,048,250,150,6000,0.6000000238418579,4,246443,TrainData/Mask_3P6P_V2/048_Pigbt250_Pfwd150_h6000/data.h5
TrainData,Mask_3P6P_V2,048,250,200,2000,0.20000000298023224,4,246777,TrainData/Mask_3P6P_V2/048_Pigbt250_Pfwd200_h2000/data.h5
TrainData,Mask_3P6P_V2,048,250,200,4000,0.4000000059604645,4,246669,TrainData/Mask_3P6P_V2/048_Pigbt250_Pfwd200_h4000/data.h5
TrainData,Mask_3P6P_V2,048,250,200,6000,0.6000000238418579,4,246790,TrainData/Mask_3P6P_V2/048_Pigbt250_Pfwd200_h6000/data.h5
TrainData,Mask_3P6P_V2,048,350,100,2000,0.20000000298023224,4,246012,TrainData/Mask_3P6P_V2/048_Pigbt350_Pfwd100_h2000/data.h5
TrainData,Mask_3P6P_V2,048,350,100,4000,0.4000000059604645,4,247208,TrainData/Mask_3P6P_V2/048_Pigbt350_Pfwd100_h4000/data.h5
TrainData,Mask_3P6P_V2,048,350,100,6000,0.6000000238418579,4,246698,TrainData/Mask_3P6P_V2/048_Pigbt350_Pfwd100_h6000/data.h5
TrainData,Mask_3P6P_V2,048,350,100,8000,0.800000011920929,4,246691,TrainData/Mask_3P6P_V2/048_Pigbt350_Pfwd100_h8000/data.h5
TrainData,Mask_3P6P_V2,048,350,150,2000,0.20000000298023224,4,245664,TrainData/Mask_3P6P_V2/048_Pigbt350_Pfwd150_h2000/data.h5
TrainData,Mask_3P6P_V2,048,350,150,4000,0.4000000059604645,4,247728,TrainData/Mask_3P6P_V2/048_Pigbt350_Pfwd150_h4000/data.h5
TrainData,Mask_3P6P_V2,048,350,150,6000,0.6000000238418579,4,247294,TrainData/Mask_3P6P_V2/048_Pigbt350_Pfwd150_h6000/data.h5
TrainData,Mask_3P6P_V2,048,350,150,8000,0.800000011920929,4,247205,TrainData/Mask_3P6P_V2/048_Pigbt350_Pfwd150_h8000/data.h5
TrainData,Mask_3P6P_V2,048,350,200,2000,0.20000000298023224,4,245548,TrainData/Mask_3P6P_V2/048_Pigbt350_Pfwd200_h2000/data.h5
TrainData,Mask_3P6P_V2,048,350,200,4000,0.4000000059604645,4,248660,TrainData/Mask_3P6P_V2/048_Pigbt350_Pfwd200_h4000/data.h5
TrainData,Mask_3P6P_V2,048,350,200,6000,0.6000000238418579,4,247882,TrainData/Mask_3P6P_V2/048_Pigbt350_Pfwd200_h6000/data.h5
TrainData,Mask_3P6P_V2,048,350,200,8000,0.800000011920929,4,247431,TrainData/Mask_3P6P_V2/048_Pigbt350_Pfwd200_h8000/data.h5
TrainData,Mask_3P6P_V2,048,450,100,8000,0.800000011920929,4,247902,TrainData/Mask_3P6P_V2/048_Pigbt450_Pfwd100_h8000/data.h5
TrainData,Mask_3P6P_V2,048,450,150,4000,0.4000000059604645,4,248473,TrainData/Mask_3P6P_V2/048_Pigbt450_Pfwd150_h4000/data.h5
TrainData,Mask_3P6P_V2,048,450,150,8000,0.800000011920929,4,248309,TrainData/Mask_3P6P_V2/048_Pigbt450_Pfwd150_h8000/data.h5
TrainData,Mask_3P6P_V2,048,450,200,2000,0.20000000298023224,4,245553,TrainData/Mask_3P6P_V2/048_Pigbt450_Pfwd200_h2000/data.h5
TrainData,Mask_3P6P_V2,048,450,200,4000,0.4000000059604645,4,249366,TrainData/Mask_3P6P_V2/048_Pigbt450_Pfwd200_h4000/data.h5
TrainData,Mask_3P6P_V2,048,450,200,8000,0.800000011920929,4,248970,TrainData/Mask_3P6P_V2/048_Pigbt450_Pfwd200_h8000/data.h5
TrainData,Mask_3P6P_V2,051,150,100,6000,0.6000000238418579,4,244297,TrainData/Mask_3P6P_V2/051_Pigbt150_Pfwd100_h6000/data.h5
TrainData,Mask_3P6P_V2,051,150,150,8000,0.800000011920929,4,246357,TrainData/Mask_3P6P_V2/051_Pigbt150_Pfwd150_h8000/data.h5
TrainData,Mask_3P6P_V2,051,150,200,2000,0.20000000298023224,4,244393,TrainData/Mask_3P6P_V2/051_Pigbt150_Pfwd200_h2000/data.h5
TrainData,Mask_3P6P_V2,051,150,200,4000,0.4000000059604645,4,245841,TrainData/Mask_3P6P_V2/051_Pigbt150_Pfwd200_h4000/data.h5
TrainData,Mask_3P6P_V2,051,150,200,6000,0.6000000238418579,4,246156,TrainData/Mask_3P6P_V2/051_Pigbt150_Pfwd200_h6000/data.h5
TrainData,Mask_3P6P_V2,051,150,200,8000,0.800000011920929,4,246586,TrainData/Mask_3P6P_V2/051_Pigbt150_Pfwd200_h8000/data.h5
TrainData,Mask_3P6P_V2,051,250,100,2000,0.20000000298023224,4,245094,TrainData/Mask_3P6P_V2/051_Pigbt250_Pfwd100_h2000/data.h5
TrainData,Mask_3P6P_V2,051,250,100,8000,0.800000011920929,4,246021,TrainData/Mask_3P6P_V2/051_Pigbt250_Pfwd100_h8000/data.h5
TrainData,Mask_3P6P_V2,051,250,150,2000,0.20000000298023224,4,246097,TrainData/Mask_3P6P_V2/051_Pigbt250_Pfwd150_h2000/data.h5
TrainData,Mask_3P6P_V2,051,250,150,4000,0.4000000059604645,4,245971,TrainData/Mask_3P6P_V2/051_Pigbt250_Pfwd150_h4000/data.h5
TrainData,Mask_3P6P_V2,051,250,150,6000,0.6000000238418579,4,246483,TrainData/Mask_3P6P_V2/051_Pigbt250_Pfwd150_h6000/data.h5
TrainData,Mask_3P6P_V2,051,250,200,2000,0.20000000298023224,4,246516,TrainData/Mask_3P6P_V2/051_Pigbt250_Pfwd200_h2000/data.h5
TrainData,Mask_3P6P_V2,051,250,200,4000,0.4000000059604645,4,246330,TrainData/Mask_3P6P_V2/051_Pigbt250_Pfwd200_h4000/data.h5
TrainData,Mask_3P6P_V2,051,250,200,6000,0.6000000238418579,4,247062,TrainData/Mask_3P6P_V2/051_Pigbt250_Pfwd200_h6000/data.h5
TrainData,Mask_3P6P_V2,051,350,100,2000,0.20000000298023224,4,246285,TrainData/Mask_3P6P_V2/051_Pigbt350_Pfwd100_h2000/data.h5
TrainData,Mask_3P6P_V2,051,350,100,4000,0.4000000059604645,4,247236,TrainData/Mask_3P6P_V2/051_Pigbt350_Pfwd100_h4000/data.h5
TrainData,Mask_3P6P_V2,051,350,150,2000,0.20000000298023224,4,245913,TrainData/Mask_3P6P_V2/051_Pigbt350_Pfwd150_h2000/data.h5
TrainData,Mask_3P6P_V2,051,350,150,4000,0.4000000059604645,4,247877,TrainData/Mask_3P6P_V2/051_Pigbt350_Pfwd150_h4000/data.h5
TrainData,Mask_3P6P_V2,051,350,150,6000,0.6000000238418579,4,247716,TrainData/Mask_3P6P_V2/051_Pigbt350_Pfwd150_h6000/data.h5
TrainData,Mask_3P6P_V2,051,350,150,8000,0.800000011920929,4,247394,TrainData/Mask_3P6P_V2/051_Pigbt350_Pfwd150_h8000/data.h5
TrainData,Mask_3P6P_V2,051,350,200,6000,0.6000000238418579,4,248635,TrainData/Mask_3P6P_V2/051_Pigbt350_Pfwd200_h6000/data.h5
TrainData,Mask_3P6P_V2,051,350,200,8000,0.800000011920929,4,248034,TrainData/Mask_3P6P_V2/051_Pigbt350_Pfwd200_h8000/data.h5
TrainData,Mask_3P6P_V2,051,450,100,8000,0.800000011920929,4,248332,TrainData/Mask_3P6P_V2/051_Pigbt450_Pfwd100_h8000/data.h5
TrainData,Mask_3P6P_V2,051,450,150,2000,0.20000000298023224,4,245750,TrainData/Mask_3P6P_V2/051_Pigbt450_Pfwd150_h2000/data.h5
TrainData,Mask_3P6P_V2,051,450,150,4000,0.4000000059604645,4,248301,TrainData/Mask_3P6P_V2/051_Pigbt450_Pfwd150_h4000/data.h5
TrainData,Mask_3P6P_V2,051,450,150,6000,0.6000000238418579,4,248669,TrainData/Mask_3P6P_V2/051_Pigbt450_Pfwd150_h6000/data.h5
TrainData,Mask_3P6P_V2,051,450,150,8000,0.800000011920929,4,248599,TrainData/Mask_3P6P_V2/051_Pigbt450_Pfwd150_h8000/data.h5
TrainData,Mask_3P6P_V2,051,450,200,2000,0.20000000298023224,4,245161,TrainData/Mask_3P6P_V2/051_Pigbt450_Pfwd200_h2000/data.h5
TrainData,Mask_3P6P_V2,051,450,200,4000,0.4000000059604645,4,248709,TrainData/Mask_3P6P_V2/051_Pigbt450_Pfwd200_h4000/data.h5
TrainData,Mask_3P6P_V2,051,450,200,6000,0.6000000238418579,4,249321,TrainData/Mask_3P6P_V2/051_Pigbt450_Pfwd200_h6000/data.h5
TrainData,Mask_3P6P_V2,053,150,100,2000,0.20000000298023224,4,242624,TrainData/Mask_3P6P_V2/053_Pigbt150_Pfwd100_h2000/data.h5
TrainData,Mask_3P6P_V2,053,150,100,4000,0.4000000059604645,4,244656,TrainData/Mask_3P6P_V2/053_Pigbt150_Pfwd100_h4000/data.h5
TrainData,Mask_3P6P_V2,053,150,150,4000,0.4000000059604645,4,245208,TrainData/Mask_3P6P_V2/053_Pigbt150_Pfwd150_h4000/data.h5
TrainData,Mask_3P6P_V2,053,150,150,6000,0.6000000238418579,4,245264,TrainData/Mask_3P6P_V2/053_Pigbt150_Pfwd150_h6000/data.h5
TrainData,Mask_3P6P_V2,053,250,100,2000,0.20000000298023224,4,245179,TrainData/Mask_3P6P_V2/053_Pigbt250_Pfwd100_h2000/data.h5
TrainData,Mask_3P6P_V2,053,250,100,4000,0.4000000059604645,4,246218,TrainData/Mask_3P6P_V2/053_Pigbt250_Pfwd100_h4000/data.h5
TrainData,Mask_3P6P_V2,053,250,100,6000,0.6000000238418579,4,246095,TrainData/Mask_3P6P_V2/053_Pigbt250_Pfwd100_h6000/data.h5
TrainData,Mask_3P6P_V2,053,250,100,8000,0.800000011920929,4,246606,TrainData/Mask_3P6P_V2/053_Pigbt250_Pfwd100_h8000/data.h5
TrainData,Mask_3P6P_V2,053,250,150,2000,0.20000000298023224,4,246633,TrainData/Mask_3P6P_V2/053_Pigbt250_Pfwd150_h2000/data.h5
TrainData,Mask_3P6P_V2,053,250,150,4000,0.4000000059604645,4,246588,TrainData/Mask_3P6P_V2/053_Pigbt250_Pfwd150_h4000/data.h5
TrainData,Mask_3P6P_V2,053,250,150,8000,0.800000011920929,4,246813,TrainData/Mask_3P6P_V2/053_Pigbt250_Pfwd150_h8000/data.h5
TrainData,Mask_3P6P_V2,053,250,200,2000,0.20000000298023224,4,246875,TrainData/Mask_3P6P_V2/053_Pigbt250_Pfwd200_h2000/data.h5
TrainData,Mask_3P6P_V2,053,250,200,4000,0.4000000059604645,4,247414,TrainData/Mask_3P6P_V2/053_Pigbt250_Pfwd200_h4000/data.h5
TrainData,Mask_3P6P_V2,053,250,200,6000,0.6000000238418579,4,247254,TrainData/Mask_3P6P_V2/053_Pigbt250_Pfwd200_h6000/data.h5
TrainData,Mask_3P6P_V2,053,250,200,8000,0.800000011920929,4,247024,TrainData/Mask_3P6P_V2/053_Pigbt250_Pfwd200_h8000/data.h5
TrainData,Mask_3P6P_V2,053,350,100,2000,0.20000000298023224,4,246546,TrainData/Mask_3P6P_V2/053_Pigbt350_Pfwd100_h2000/data.h5
TrainData,Mask_3P6P_V2,053,350,100,6000,0.6000000238418579,4,247696,TrainData/Mask_3P6P_V2/053_Pigbt350_Pfwd100_h6000/data.h5
TrainData,Mask_3P6P_V2,053,350,100,8000,0.800000011920929,4,247867,TrainData/Mask_3P6P_V2/053_Pigbt350_Pfwd100_h8000/data.h5
TrainData,Mask_3P6P_V2,053,350,150,2000,0.20000000298023224,4,246227,TrainData/Mask_3P6P_V2/053_Pigbt350_Pfwd150_h2000/data.h5
TrainData,Mask_3P6P_V2,053,350,150,4000,0.4000000059604645,4,247864,TrainData/Mask_3P6P_V2/053_Pigbt350_Pfwd150_h4000/data.h5
TrainData,Mask_3P6P_V2,053,350,150,6000,0.6000000238418579,4,248133,TrainData/Mask_3P6P_V2/053_Pigbt350_Pfwd150_h6000/data.h5
TrainData,Mask_3P6P_V2,053,350,150,8000,0.800000011920929,4,248130,TrainData/Mask_3P6P_V2/053_Pigbt350_Pfwd150_h8000/data.h5
TrainData,Mask_3P6P_V2,053,350,200,2000,0.20000000298023224,4,245642,TrainData/Mask_3P6P_V2/053_Pigbt350_Pfwd200_h2000/data.h5
TrainData,Mask_3P6P_V2,053,350,200,6000,0.6000000238418579,4,248650,TrainData/Mask_3P6P_V2/053_Pigbt350_Pfwd200_h6000/data.h5
TrainData,Mask_3P6P_V2,053,450,100,4000,0.4000000059604645,4,248550,TrainData/Mask_3P6P_V2/053_Pigbt450_Pfwd100_h4000/data.h5
TrainData,Mask_3P6P_V2,053,450,100,6000,0.6000000238418579,4,248304,TrainData/Mask_3P6P_V2/053_Pigbt450_Pfwd100_h6000/data.h5
TrainData,Mask_3P6P_V2,053,450,150,2000,0.20000000298023224,4,245935,TrainData/Mask_3P6P_V2/053_Pigbt450_Pfwd150_h2000/data.h5
TrainData,Mask_3P6P_V2,053,450,150,4000,0.4000000059604645,4,248765,TrainData/Mask_3P6P_V2/053_Pigbt450_Pfwd150_h4000/data.h5
TrainData,Mask_3P6P_V2,053,450,150,6000,0.6000000238418579,4,248736,TrainData/Mask_3P6P_V2/053_Pigbt450_Pfwd150_h6000/data.h5
TrainData,Mask_3P6P_V2,053,450,150,8000,0.800000011920929,4,248759,TrainData/Mask_3P6P_V2/053_Pigbt450_Pfwd150_h8000/data.h5
TrainData,Mask_3P6P_V2,053,450,200,2000,0.20000000298023224,4,245512,TrainData/Mask_3P6P_V2/053_Pigbt450_Pfwd200_h2000/data.h5
TrainData,Mask_3P6P_V2,053,450,200,4000,0.4000000059604645,4,249382,TrainData/Mask_3P6P_V2/053_Pigbt450_Pfwd200_h4000/data.h5
TrainData,Mask_3P6P_V2,053,450,200,6000,0.6000000238418579,4,249327,TrainData/Mask_3P6P_V2/053_Pigbt450_Pfwd200_h6000/data.h5
TrainData,Mask_3P6P_V2,053,450,200,8000,0.800000011920929,4,249137,TrainData/Mask_3P6P_V2/053_Pigbt450_Pfwd200_h8000/data.h5
TrainData,Mask_3P6P_V2,054,150,100,2000,0.20000000298023224,4,242313,TrainData/Mask_3P6P_V2/054_Pigbt150_Pfwd100_h2000/data.h5
TrainData,Mask_3P6P_V2,054,150,100,4000,0.4000000059604645,4,244393,TrainData/Mask_3P6P_V2/054_Pigbt150_Pfwd100_h4000/data.h5
TrainData,Mask_3P6P_V2,054,150,100,8000,0.800000011920929,4,245761,TrainData/Mask_3P6P_V2/054_Pigbt150_Pfwd100_h8000/data.h5
TrainData,Mask_3P6P_V2,054,150,150,2000,0.20000000298023224,4,243142,TrainData/Mask_3P6P_V2/054_Pigbt150_Pfwd150_h2000/data.h5
TrainData,Mask_3P6P_V2,054,150,150,4000,0.4000000059604645,4,245141,TrainData/Mask_3P6P_V2/054_Pigbt150_Pfwd150_h4000/data.h5
TrainData,Mask_3P6P_V2,054,150,150,6000,0.6000000238418579,4,244948,TrainData/Mask_3P6P_V2/054_Pigbt150_Pfwd150_h6000/data.h5
TrainData,Mask_3P6P_V2,054,150,150,8000,0.800000011920929,4,246398,TrainData/Mask_3P6P_V2/054_Pigbt150_Pfwd150_h8000/data.h5
TrainData,Mask_3P6P_V2,054,150,200,2000,0.20000000298023224,4,244877,TrainData/Mask_3P6P_V2/054_Pigbt150_Pfwd200_h2000/data.h5
TrainData,Mask_3P6P_V2,054,150,200,4000,0.4000000059604645,4,245694,TrainData/Mask_3P6P_V2/054_Pigbt150_Pfwd200_h4000/data.h5
TrainData,Mask_3P6P_V2,054,150,200,6000,0.6000000238418579,4,245915,TrainData/Mask_3P6P_V2/054_Pigbt150_Pfwd200_h6000/data.h5
TrainData,Mask_3P6P_V2,054,250,100,2000,0.20000000298023224,4,244871,TrainData/Mask_3P6P_V2/054_Pigbt250_Pfwd100_h2000/data.h5
TrainData,Mask_3P6P_V2,054,250,100,6000,0.6000000238418579,4,245681,TrainData/Mask_3P6P_V2/054_Pigbt250_Pfwd100_h6000/data.h5
TrainData,Mask_3P6P_V2,054,250,150,2000,0.20000000298023224,4,246596,TrainData/Mask_3P6P_V2/054_Pigbt250_Pfwd150_h2000/data.h5
TrainData,Mask_3P6P_V2,054,250,150,4000,0.4000000059604645,4,246203,TrainData/Mask_3P6P_V2/054_Pigbt250_Pfwd150_h4000/data.h5
TrainData,Mask_3P6P_V2,054,250,150,6000,0.6000000238418579,4,246229,TrainData/Mask_3P6P_V2/054_Pigbt250_Pfwd150_h6000/data.h5
TrainData,Mask_3P6P_V2,054,250,200,2000,0.20000000298023224,4,246818,TrainData/Mask_3P6P_V2/054_Pigbt250_Pfwd200_h2000/data.h5
TrainData,Mask_3P6P_V2,054,250,200,4000,0.4000000059604645,4,246844,TrainData/Mask_3P6P_V2/054_Pigbt250_Pfwd200_h4000/data.h5
TrainData,Mask_3P6P_V2,054,250,200,8000,0.800000011920929,4,246790,TrainData/Mask_3P6P_V2/054_Pigbt250_Pfwd200_h8000/data.h5
TrainData,Mask_3P6P_V2,054,350,100,2000,0.20000000298023224,4,246085,TrainData/Mask_3P6P_V2/054_Pigbt350_Pfwd100_h2000/data.h5
TrainData,Mask_3P6P_V2,054,350,100,6000,0.6000000238418579,4,247109,TrainData/Mask_3P6P_V2/054_Pigbt350_Pfwd100_h6000/data.h5
TrainData,Mask_3P6P_V2,054,350,100,8000,0.800000011920929,4,246980,TrainData/Mask_3P6P_V2/054_Pigbt350_Pfwd100_h8000/data.h5
TrainData,Mask_3P6P_V2,054,350,150,2000,0.20000000298023224,4,245812,TrainData/Mask_3P6P_V2/054_Pigbt350_Pfwd150_h2000/data.h5
TrainData,Mask_3P6P_V2,054,350,150,4000,0.4000000059604645,4,248003,TrainData/Mask_3P6P_V2/054_Pigbt350_Pfwd150_h4000/data.h5
TrainData,Mask_3P6P_V2,054,350,150,6000,0.6000000238418579,4,247742,TrainData/Mask_3P6P_V2/054_Pigbt350_Pfwd150_h6000/data.h5
TrainData,Mask_3P6P_V2,054,350,150,8000,0.800000011920929,4,247464,TrainData/Mask_3P6P_V2/054_Pigbt350_Pfwd150_h8000/data.h5
TrainData,Mask_3P6P_V2,054,350,200,2000,0.20000000298023224,4,245672,TrainData/Mask_3P6P_V2/054_Pigbt350_Pfwd200_h2000/data.h5
TrainData,Mask_3P6P_V2,054,350,200,8000,0.800000011920929,4,247900,TrainData/Mask_3P6P_V2/054_Pigbt350_Pfwd200_h8000/data.h5
TrainData,Mask_3P6P_V2,054,450,100,4000,0.4000000059604645,4,248265,TrainData/Mask_3P6P_V2/054_Pigbt450_Pfwd100_h4000/data.h5
TrainData,Mask_3P6P_V2,054,450,150,2000,0.20000000298023224,4,246079,TrainData/Mask_3P6P_V2/054_Pigbt450_Pfwd150_h2000/data.h5
TrainData,Mask_3P6P_V2,054,450,150,6000,0.6000000238418579,4,248548,TrainData/Mask_3P6P_V2/054_Pigbt450_Pfwd150_h6000/data.h5
TrainData,Mask_3P6P_V2,054,450,150,8000,0.800000011920929,4,248602,TrainData/Mask_3P6P_V2/054_Pigbt450_Pfwd150_h8000/data.h5
TrainData,Mask_3P6P_V2,054,450,200,2000,0.20000000298023224,4,245661,TrainData/Mask_3P6P_V2/054_Pigbt450_Pfwd200_h2000/data.h5
TrainData,Mask_3P6P_V2,054,450,200,6000,0.6000000238418579,4,249126,TrainData/Mask_3P6P_V2/054_Pigbt450_Pfwd200_h6000/data.h5
TrainData,Mask_3P6P_V2,054,450,200,8000,0.800000011920929,4,249198,TrainData/Mask_3P6P_V2/054_Pigbt450_Pfwd200_h8000/data.h5
TrainData,Mask_3P6P_V2,055,150,100,4000,0.4000000059604645,4,244607,TrainData/Mask_3P6P_V2/055_Pigbt150_Pfwd100_h4000/data.h5
TrainData,Mask_3P6P_V2,055,150,100,6000,0.6000000238418579,4,244485,TrainData/Mask_3P6P_V2/055_Pigbt150_Pfwd100_h6000/data.h5
TrainData,Mask_3P6P_V2,055,150,100,8000,0.800000011920929,4,245603,TrainData/Mask_3P6P_V2/055_Pigbt150_Pfwd100_h8000/data.h5
TrainData,Mask_3P6P_V2,055,150,150,2000,0.20000000298023224,4,243533,TrainData/Mask_3P6P_V2/055_Pigbt150_Pfwd150_h2000/data.h5
